Date,Time,Timer,Temperature,Condition,Light,Car,CarDuration
2022-06-26,08-51-02.398,8.0,16.94,overcast clouds,Green,False,2
2022-06-26,08-51-08.307,4.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-10.413,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-12.512,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-14.581,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-16.683,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-22.968,5.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-25.062,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-27.117,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-27.503,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-31.206,2.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-35.433,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-37.478,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-39.551,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-45.866,7.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-49.998,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-52.112,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-51-54.215,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-51-58.417,3.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-52-00.487,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-52-02.550,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-52-17.230,13.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-52-19.342,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-52-23.519,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-52-46.268,23.0,16.94,overcast clouds,Green,True,4
2022-06-26,08-52-48.336,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-52-50.464,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-52-54.626,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-52-56.712,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-52-58.820,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-53-00.878,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-53-01.240,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-53-33.911,32.0,16.94,overcast clouds,Green,True,6
2022-06-26,08-53-42.091,7.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-53-58.570,15.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-54-02.655,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-54-04.791,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-54-08.990,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-54-11.059,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-54-11.424,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-54-21.435,8.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-54-23.532,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-54-37.965,15.0,16.94,overcast clouds,Green,True,3
2022-06-26,08-54-40.027,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-54-52.440,11.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-54-54.480,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-55-04.920,9.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-55-05.317,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-55-19.418,12.0,16.94,overcast clouds,Green,False,2
2022-06-26,08-55-21.534,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-55-31.875,11.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-55-35.983,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-55-52.709,15.0,16.94,overcast clouds,Green,False,2
2022-06-26,08-55-53.096,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-05.179,10.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-56-07.266,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-09.304,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-56-11.371,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-32.240,22.0,16.94,overcast clouds,Green,True,4
2022-06-26,08-56-34.084,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-44.497,9.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-56-46.563,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-52.797,5.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-56-54.887,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-57.008,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-56-57.364,1,16.94,overcast clouds,Red,False,0
2022-06-26,08-56-59.070,1,16.94,overcast clouds,Green,False,0
2022-06-26,08-57-03.259,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-57-22.013,19.0,16.94,overcast clouds,Green,True,7
2022-06-26,08-57-24.047,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-57-36.478,11.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-57-38.575,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-57-40.667,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-57-42.764,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-03.721,19.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-58-04.285,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-28.863,23.0,16.94,overcast clouds,Green,True,3
2022-06-26,08-58-30.888,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-32.963,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-58-35.050,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-37.201,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-58-39.236,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-41.361,1.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-58-43.400,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-58-55.810,13.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-59-00.050,3.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-59-22.928,21.0,16.94,overcast clouds,Green,True,3
2022-06-26,08-59-25.009,1.0,16.94,overcast clouds,Red,False,0
2022-06-26,08-59-29.220,3.0,16.94,overcast clouds,Green,False,0
2022-06-26,08-59-37.580,7.0,16.98,overcast clouds,Red,False,0
2022-06-26,08-59-43.913,7.0,16.98,overcast clouds,Green,False,0
2022-06-26,08-59-45.954,1.0,16.98,overcast clouds,Red,False,0
2022-06-26,08-59-48.008,1.0,16.98,overcast clouds,Green,False,0
2022-06-26,08-59-52.097,3.0,16.98,overcast clouds,Red,True,2
2022-06-26,09-00-06.609,13.0,16.98,overcast clouds,Green,True,5
2022-06-26,09-00-08.797,1.0,16.98,overcast clouds,Red,False,0
2022-06-26,09-00-10.831,1.0,16.98,overcast clouds,Green,False,0
2022-06-26,09-00-14.958,3.0,16.98,overcast clouds,Red,False,0
2022-06-26,09-00-27.379,11.0,16.98,overcast clouds,Green,False,0
2022-06-26,09-00-29.454,1.0,16.98,overcast clouds,Red,False,0
2022-06-26,09-00-46.228,18.0,17.14,overcast clouds,Green,False,0
2022-06-26,09-00-48.084,1,17.14,overcast clouds,Red,False,0
2022-06-26,09-01-02.802,13.0,17.14,overcast clouds,Green,False,0
2022-06-26,09-01-04.848,1.0,17.14,overcast clouds,Red,False,0
2022-06-26,09-01-29.821,23.0,17.14,overcast clouds,Green,False,0
2022-06-26,09-01-30.360,1.0,17.14,overcast clouds,Red,False,0
2022-06-26,09-01-33.925,3.0,17.14,overcast clouds,Green,False,0
2022-06-26,09-01-40.072,5.0,17.14,overcast clouds,Red,False,0
2022-06-26,09-02-11.097,29.0,17.07,overcast clouds,Green,True,7
2022-06-26,09-02-13.206,1.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-02-17.354,3.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-02-19.419,1.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-02-29.753,9.0,17.07,overcast clouds,Green,False,1
2022-06-26,09-02-30.357,1.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-02-38.031,7.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-02-38.376,1,17.07,overcast clouds,Red,False,0
2022-06-26,09-02-46.324,6.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-02-50.432,3.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-02-52.523,1.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-02-56.670,3.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-03-00.790,3.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-03-02.845,1.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-03-04.900,1.0,17.07,overcast clouds,Green,False,0
2022-06-26,09-03-06.982,1.0,17.07,overcast clouds,Red,False,0
2022-06-26,09-03-23.435,15.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-03-27.869,4.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-03-35.897,8.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-03-38.208,2.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-03-58.778,18.0,17.08,overcast clouds,Green,False,1
2022-06-26,09-04-00.875,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-09.157,7.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-11.274,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-17.418,5.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-19.513,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-25.737,5.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-27.812,3.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-34.013,5.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-36.087,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-40.230,3.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-42.291,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-52.582,9.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-04-54.682,1.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-04-58.848,3.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-05-02.987,3.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-05-05.057,1.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-05-09.185,3.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-05-17.504,7.0,17.08,overcast clouds,Green,False,0
2022-06-26,09-05-21.688,3.0,17.08,overcast clouds,Red,False,0
2022-06-26,09-05-27.897,7.0,17.15,overcast clouds,Green,False,0
2022-06-26,09-05-36.298,7.0,17.15,overcast clouds,Red,False,0
2022-06-26,09-05-48.854,11.0,17.15,overcast clouds,Green,True,5
2022-06-26,09-05-52.998,3.0,17.15,overcast clouds,Red,False,0
2022-06-26,09-05-57.192,3.0,17.15,overcast clouds,Green,False,0
2022-06-26,09-05-59.308,1.0,17.15,overcast clouds,Red,False,0
2022-06-26,09-06-05.775,6.0,17.15,overcast clouds,Green,False,0
2022-06-26,09-06-09.623,2.0,17.15,overcast clouds,Red,False,0
2022-06-26,09-06-14.199,5.0,17.15,overcast clouds,Green,False,0
2022-06-26,09-06-24.028,9.0,17.15,overcast clouds,Red,False,0
2022-06-26,09-06-26.101,1.0,17.15,overcast clouds,Green,False,0
2022-06-26,09-06-32.314,5.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-06-34.361,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-06-36.445,1.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-06-42.682,5.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-06-44.772,1.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-06-48.862,3.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-06-57.193,7.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-06-59.288,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-07-03.420,3.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-07-05.507,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-07-09.649,3.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-07-10.281,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-07-13.849,3.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-07-15.963,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-07-20.154,3.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-07-22.218,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,09-07-32.523,9.0,17.16,overcast clouds,Red,False,0
2022-06-26,09-07-34.550,1.0,17.16,overcast clouds,Green,False,0
2022-06-26,15-03-25.936,2.0,19.72,overcast clouds,Green,False,0
2022-06-26,15-04-00.461,34.0,19.72,overcast clouds,Red,True,8
2022-06-26,15-04-10.971,6.0,19.72,overcast clouds,Green,False,1
2022-06-26,15-05-05.767,58.0,19.73,overcast clouds,Red,False,0
2022-06-26,15-05-47.396,41.0,19.73,overcast clouds,Green,True,13
2022-06-26,15-06-14.364,25.0,19.75,overcast clouds,Red,False,0
2022-06-26,15-06-22.870,8.0,19.75,overcast clouds,Green,False,2
2022-06-26,15-06-51.688,28.0,19.75,overcast clouds,Red,False,0
2022-06-26,15-07-02.219,10.0,19.75,overcast clouds,Green,False,2
2022-06-26,15-08-00.109,56.0,19.79,overcast clouds,Red,True,3
2022-06-26,15-08-10.766,10.0,19.79,overcast clouds,Green,True,6
2022-06-26,15-08-38.870,27.0,19.79,overcast clouds,Red,False,0
2022-06-26,15-08-46.843,8.0,19.79,overcast clouds,Green,False,1
2022-06-26,15-09-01.311,13.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-09-15.920,13.0,19.89,overcast clouds,Green,True,4
2022-06-26,15-10-13.914,57.0,19.89,overcast clouds,Red,False,1
2022-06-26,15-10-34.555,19.0,19.89,overcast clouds,Green,True,9
2022-06-26,15-11-16.427,42.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-11-24.727,7.0,19.89,overcast clouds,Green,False,2
2022-06-26,15-11-26.818,1.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-11-33.247,6.0,19.89,overcast clouds,Green,False,0
2022-06-26,15-11-34.873,1.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-11-45.157,9.0,19.89,overcast clouds,Green,False,0
2022-06-26,15-11-57.545,11.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-12-05.804,7.0,19.89,overcast clouds,Green,False,0
2022-06-26,15-12-56.626,50.0,19.78,overcast clouds,Red,False,0
2022-06-26,15-13-06.836,10.0,19.78,overcast clouds,Green,True,3
2022-06-26,15-13-27.804,20.0,19.78,overcast clouds,Red,True,10
2022-06-26,15-13-42.033,12.0,19.78,overcast clouds,Green,True,5
2022-06-26,15-14-02.651,19.0,19.78,overcast clouds,Red,False,0
2022-06-26,15-14-10.181,8.0,19.78,overcast clouds,Green,False,1
2022-06-26,15-14-47.323,36.0,19.78,overcast clouds,Red,False,1
2022-06-26,15-14-53.830,6.0,19.78,overcast clouds,Green,False,1
2022-06-26,15-15-10.151,14.0,19.77,overcast clouds,Red,False,0
2022-06-26,15-15-22.608,11.0,19.77,overcast clouds,Green,True,4
2022-06-26,15-15-43.339,21.0,19.77,overcast clouds,Red,False,0
2022-06-26,15-16-02.043,17.0,19.77,overcast clouds,Green,True,7
2022-06-26,15-16-14.971,12.0,19.8,overcast clouds,Red,False,0
2022-06-26,15-16-32.674,17.0,19.8,overcast clouds,Green,True,4
2022-06-26,15-16-56.271,22.0,19.8,overcast clouds,Red,False,0
2022-06-26,15-17-06.888,10.0,19.8,overcast clouds,Green,True,3
2022-06-26,15-17-23.319,16.0,19.83,overcast clouds,Red,True,3
2022-06-26,15-17-33.967,10.0,19.83,overcast clouds,Green,False,2
2022-06-26,15-18-39.198,64.0,19.82,overcast clouds,Red,False,1
2022-06-26,15-18-49.803,10.0,19.82,overcast clouds,Green,True,5
2022-06-26,15-19-22.203,31.0,19.82,overcast clouds,Red,False,0
2022-06-26,15-19-30.234,6.0,19.82,overcast clouds,Green,False,0
2022-06-26,15-20-11.981,41.0,19.75,overcast clouds,Red,False,0
2022-06-26,15-20-22.528,10.0,19.75,overcast clouds,Green,True,3
2022-06-26,15-20-44.208,20.0,19.75,overcast clouds,Red,False,0
2022-06-26,15-20-58.628,13.0,19.75,overcast clouds,Green,True,3
2022-06-26,15-21-12.957,15.0,19.78,overcast clouds,Red,True,3
2022-06-26,15-21-21.475,8.0,19.78,overcast clouds,Green,False,1
2022-06-26,15-21-35.751,12.0,19.78,overcast clouds,Red,True,4
2022-06-26,15-21-46.357,10.0,19.78,overcast clouds,Green,True,3
2022-06-26,15-22-31.003,44.0,19.78,overcast clouds,Red,False,0
2022-06-26,15-22-41.586,10.0,19.78,overcast clouds,Green,True,3
2022-06-26,15-23-06.237,22.0,19.78,overcast clouds,Red,False,0
2022-06-26,15-23-16.694,9.0,19.78,overcast clouds,Green,False,1
2022-06-26,15-23-32.292,15.0,19.78,overcast clouds,Red,False,1
2022-06-26,15-23-48.041,16.0,19.78,overcast clouds,Green,True,4
2022-06-26,15-24-06.377,16.0,19.78,overcast clouds,Red,True,15
2022-06-26,15-24-24.848,19.0,19.78,overcast clouds,Green,True,7
2022-06-26,15-25-33.197,67.0,19.84,overcast clouds,Red,True,2
2022-06-26,15-25-39.608,6.0,19.84,overcast clouds,Green,False,0
2022-06-26,15-25-51.904,11.0,19.84,overcast clouds,Red,False,0
2022-06-26,15-26-02.254,9.0,19.84,overcast clouds,Green,False,0
2022-06-26,15-26-26.591,22.0,19.84,overcast clouds,Red,False,0
2022-06-26,15-26-31.383,6.0,19.84,overcast clouds,Green,False,1
2022-06-26,15-26-53.316,20.0,19.84,overcast clouds,Red,False,0
2022-06-26,15-27-03.573,9.0,19.84,overcast clouds,Green,False,2
2022-06-26,15-27-50.862,47.0,19.84,overcast clouds,Red,True,18
2022-06-26,15-28-01.139,9.0,19.84,overcast clouds,Green,False,0
2022-06-26,15-28-22.045,20.0,19.84,overcast clouds,Red,False,0
2022-06-26,15-28-32.302,9.0,19.84,overcast clouds,Green,False,1
2022-06-26,15-28-55.028,22.0,19.84,overcast clouds,Red,False,0
2022-06-26,15-29-01.403,6.0,19.83,overcast clouds,Green,False,0
2022-06-26,15-29-17.606,14.0,19.83,overcast clouds,Red,True,12
2022-06-26,15-29-26.038,8.0,19.83,overcast clouds,Green,True,3
2022-06-26,15-30-01.085,34.0,19.83,overcast clouds,Red,False,1
2022-06-26,15-30-11.497,9.0,19.89,overcast clouds,Green,False,2
2022-06-26,15-30-34.287,21.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-30-44.672,9.0,19.89,overcast clouds,Green,False,2
2022-06-26,15-31-07.475,23.0,19.89,overcast clouds,Red,False,0
2022-06-26,15-31-24.421,16.0,20,overcast clouds,Green,True,6
2022-06-26,15-31-42.851,18.0,20,overcast clouds,Red,False,0
2022-06-26,15-31-53.214,9.0,20,overcast clouds,Green,False,1
2022-06-26,15-32-18.181,23.0,20,overcast clouds,Red,True,2
2022-06-26,15-32-28.551,9.0,20.05,overcast clouds,Green,True,4
2022-06-26,15-32-44.912,17.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-32-55.546,10.0,20.05,overcast clouds,Green,False,2
2022-06-26,15-33-28.620,30.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-33-34.797,7.0,20.05,overcast clouds,Green,False,0
2022-06-26,15-33-55.599,19.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-34-03.846,7.0,20.05,overcast clouds,Green,False,1
2022-06-26,15-34-20.534,15.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-34-28.776,9.0,20.05,overcast clouds,Green,False,2
2022-06-26,15-34-41.156,11.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-34-51.582,9.0,20.05,overcast clouds,Green,False,1
2022-06-26,15-35-06.325,14.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-35-16.486,8.0,20.05,overcast clouds,Green,False,0
2022-06-26,15-35-27.358,11.0,20.05,overcast clouds,Red,False,0
2022-06-26,15-35-37.422,10.0,20.05,overcast clouds,Green,True,3
2022-06-26,15-35-51.729,12.0,19.87,overcast clouds,Red,False,0
2022-06-26,15-36-02.159,9.0,19.87,overcast clouds,Green,True,3
2022-06-26,15-36-17.310,15.0,19.87,overcast clouds,Red,False,1
2022-06-26,15-36-25.107,7.0,19.87,overcast clouds,Green,False,2
2022-06-26,15-36-39.666,13.0,19.87,overcast clouds,Red,False,0
2022-06-26,15-36-56.154,15.0,19.87,overcast clouds,Green,True,6
2022-06-26,15-37-57.283,61.0,19.87,overcast clouds,Red,False,0
2022-06-26,15-38-07.869,10.0,19.87,overcast clouds,Green,False,0
2022-06-26,15-38-24.174,14.0,19.87,overcast clouds,Red,False,0
2022-06-26,15-38-34.527,9.0,19.87,overcast clouds,Green,False,1
2022-06-26,15-39-01.487,27.0,19.86,overcast clouds,Red,False,0
2022-06-26,15-39-12.628,10.0,19.86,overcast clouds,Green,False,1
2022-06-26,15-39-37.580,25.0,19.86,overcast clouds,Red,False,0
2022-06-26,15-39-46.480,7.0,19.86,overcast clouds,Green,False,2
2022-06-26,15-39-50.386,2.0,19.86,overcast clouds,Red,False,0
2022-06-26,15-39-58.614,7.0,19.86,overcast clouds,Green,False,1
2022-06-26,15-40-00.707,1.0,19.86,overcast clouds,Red,False,0
2022-06-26,15-40-10.350,10.0,20.04,overcast clouds,Green,False,0
2022-06-26,15-40-44.533,32.0,20.04,overcast clouds,Red,False,0
2022-06-26,15-40-59.146,15.0,20.04,overcast clouds,Green,True,3
2022-06-26,15-41-13.429,13.0,20.13,overcast clouds,Red,True,10
2022-06-26,15-41-24.024,10.0,20.13,overcast clouds,Green,False,1
2022-06-26,15-41-40.612,15.0,20.13,overcast clouds,Red,False,0
2022-06-26,15-41-49.007,7.0,20.13,overcast clouds,Green,False,2
2022-06-26,15-43-01.520,72.0,20.13,overcast clouds,Red,True,11
2022-06-26,15-43-13.971,11.0,20.13,overcast clouds,Green,False,2
2022-06-26,15-43-49.048,36.0,20.13,overcast clouds,Red,True,11
2022-06-26,15-43-59.200,8.0,20.13,overcast clouds,Green,True,3
2022-06-26,15-44-20.062,20.0,20.13,overcast clouds,Red,False,0
2022-06-26,15-44-31.297,10.0,20.13,overcast clouds,Green,False,2
2022-06-26,15-45-24.188,52.0,20.14,overcast clouds,Red,False,0
2022-06-26,15-45-34.567,9.0,20.14,overcast clouds,Green,False,1
2022-06-26,15-45-58.637,22.0,20.14,overcast clouds,Red,False,0
2022-06-26,15-46-07.040,10.0,20.14,overcast clouds,Green,True,3
2022-06-26,15-47-09.989,61.0,20.17,overcast clouds,Red,False,0
2022-06-26,15-47-22.452,11.0,20.17,overcast clouds,Green,True,3
2022-06-26,15-47-49.297,26.0,20.17,overcast clouds,Red,False,0
2022-06-26,15-47-59.179,8.0,20.17,overcast clouds,Green,False,2
2022-06-26,15-48-21.673,22.0,20.16,overcast clouds,Red,True,7
2022-06-26,15-48-31.907,9.0,20.16,overcast clouds,Green,True,3
2022-06-26,15-48-34.218,2.0,20.16,overcast clouds,Red,False,0
2022-06-26,15-48-44.404,8.0,20.16,overcast clouds,Green,False,0
2022-06-26,15-49-07.204,23.0,20.16,overcast clouds,Red,False,0
2022-06-26,15-49-15.734,8.0,20.16,overcast clouds,Green,False,1
2022-06-26,15-50-18.829,60.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-50-24.869,7.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-51-04.379,37.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-51-10.680,6.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-51-14.784,2.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-51-20.997,7.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-51-33.348,11.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-51-41.825,8.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-52-43.676,60.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-53-00.283,15.0,20.12,overcast clouds,Green,True,4
2022-06-26,15-53-33.389,33.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-53-45.717,11.0,20.12,overcast clouds,Green,False,2
2022-06-26,15-55-02.497,76.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-55-10.712,8.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-55-34.843,23.0,20.12,overcast clouds,Red,True,18
2022-06-26,15-55-47.497,12.0,20.12,overcast clouds,Green,True,6
2022-06-26,15-56-36.740,47.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-56-46.076,9.0,20.12,overcast clouds,Green,True,4
2022-06-26,15-57-02.667,14.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-57-09.193,8.0,20.12,overcast clouds,Green,False,2
2022-06-26,15-58-24.880,73.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-58-34.150,9.0,20.12,overcast clouds,Green,False,1
2022-06-26,15-58-48.892,13.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-58-57.990,8.0,20.12,overcast clouds,Green,False,2
2022-06-26,15-59-12.683,13.0,20.12,overcast clouds,Red,False,0
2022-06-26,15-59-24.017,9.0,20.12,overcast clouds,Green,False,2
2022-06-26,16-00-15.807,53.0,20.09,overcast clouds,Red,False,1
2022-06-26,16-00-26.147,9.0,20.09,overcast clouds,Green,True,4
2022-06-26,16-00-38.712,11.0,20.09,overcast clouds,Red,False,0
2022-06-26,16-00-45.155,8.0,20.09,overcast clouds,Green,False,1
2022-06-26,16-01-01.506,14.0,20.09,overcast clouds,Red,True,6
2022-06-26,16-01-11.917,9.0,20.09,overcast clouds,Green,True,5
2022-06-26,16-02-24.799,65.0,20.06,overcast clouds,Red,False,0
2022-06-26,16-02-35.461,10.0,20.06,overcast clouds,Green,False,2
2022-06-26,16-03-24.741,48.0,20.06,overcast clouds,Red,False,0
2022-06-26,16-03-41.245,15.0,20.05,overcast clouds,Green,True,9
2022-06-26,16-04-46.396,65.0,20.05,overcast clouds,Red,False,0
2022-06-26,16-04-58.985,12.0,20.05,overcast clouds,Green,True,5
2022-06-26,16-05-17.281,16.0,20.05,overcast clouds,Red,False,0
2022-06-26,16-05-25.987,9.0,20.05,overcast clouds,Green,True,3
2022-06-26,16-05-47.207,19.0,20.08,overcast clouds,Red,False,0
2022-06-26,16-05-53.951,7.0,20.08,overcast clouds,Green,False,2
2022-06-26,16-06-51.277,55.0,20.07,overcast clouds,Red,False,1
2022-06-26,16-07-01.943,12.0,20.07,overcast clouds,Green,True,3
2022-06-26,16-07-54.397,51.0,20.07,overcast clouds,Red,False,0
2022-06-26,16-08-06.615,10.0,20.07,overcast clouds,Green,False,2
2022-06-26,16-08-23.281,16.0,20.07,overcast clouds,Red,False,0
2022-06-26,16-08-35.538,11.0,20.07,overcast clouds,Green,True,4
2022-06-26,16-08-51.103,15.0,20.07,overcast clouds,Red,False,0
2022-06-26,16-09-03.203,10.0,20.08,overcast clouds,Green,False,2
2022-06-26,16-09-17.628,15.0,20.08,overcast clouds,Red,True,8
2022-06-26,16-09-28.253,10.0,20.08,overcast clouds,Green,True,4
2022-06-26,16-10-09.286,38.0,20.08,overcast clouds,Red,False,0
2022-06-26,16-10-22.872,13.0,20.08,overcast clouds,Green,True,4
